ID Cliente,Edad,Genero,Producto Comprado,Categoria,Valor de Compra,Ciudad,Talla,Estacion,Calificacion,Suscripcion Activa,Tipo de Envio,Compras Previas,Metodo de Pago,Frecuencia de Compras
5207,58,Masculino,Gloves,Accesorios,59,Villavicencio,XL,Primavera,4.8,No,Envio en 2 dias,45,Transferencia bancaria,Trimestral
5208,47,Masculino,Hoodie,Ropa,65,Medellin,XS,Otono,4.7,Si,Entrega al dia siguiente,45,Transferencia bancaria,Anualmente
5209,45,Masculino,Gloves,Accesorios,30,Manizales,XL,Verano,3.5,No,Envio en 2 dias,19,Tarjeta de debito,Quincenal
5210,48,Masculino,Jeans,Ropa,58,Bucaramanga,L,Verano,3.8,No,Envio en 2 dias,56,Efectivo,Quincenal
5211,26,Masculino,Sweater,Ropa,75,Bogota,M,Verano,2.8,No,Envio en 2 dias,17,Efectivo,Mensual
5212,65,Masculino,Belt,Accesorios,40,Villavicencio,S,Invierno,4.9,No,Envio en 2 dias,53,Efectivo,Trimestral
5213,49,Femenino,Jacket,Abrigos,116,Neiva,L,Invierno,2.8,Si,Envio en 2 dias,16,Tarjeta de credito,Cada 3 meses
5214,50,Femenino,T-shirt,Ropa,107,Barranquilla,XS,Otono,3.6,Si,Entrega al dia siguiente,61,Tarjeta de debito,Cada 3 meses
5215,49,Femenino,T-shirt,Ropa,74,Barranquilla,XL,Verano,4.3,Si,Express,35,Transferencia bancaria,Cada 3 meses
5216,62,Femenino,Socks,Accesorios,74,Barranquilla,L,Primavera,4.3,Si,Express,75,Tarjeta de credito,Quincenal
5217,25,Femenino,Jewelry,Accesorios,24,Cartagena,S,Verano,3.6,Si,Envio en 2 dias,6,Efectivo,Mensual
5218,51,Masculino,Sunglasses,Accesorios,101,Barranquilla,S,Otono,3.6,Si,Envio estandar,54,Transferencia bancaria,Cada 3 meses
5219,25,Masculino,Jeans,Ropa,55,Bucaramanga,XXL,Invierno,3.1,Si,Express,5,Transferencia bancaria,Anualmente
5220,60,Masculino,Gloves,Accesorios,56,Santa Marta,M,Primavera,3.6,No,Entrega al dia siguiente,46,Tarjeta de debito,Cada 3 meses
5221,25,Femenino,Socks,Accesorios,21,Villavicencio,XL,Verano,3.3,No,Recogida en tienda,99,Nequi,Trimestral
5222,56,Masculino,Handbag,Accesorios,103,Cartagena,S,Invierno,2.7,Si,Express,80,Nequi,Anualmente
5223,20,Femenino,Gloves,Accesorios,110,Santa Marta,XS,Primavera,4.9,No,Envio gratuito,92,Efectivo,Quincenal
5224,52,Femenino,Belt,Accesorios,36,Barranquilla,L,Otono,4.7,No,Envio gratuito,57,Transferencia bancaria,Mensual
5225,22,Masculino,Pants,Ropa,87,Manizales,XS,Verano,4.0,Si,Envio gratuito,5,Nequi,Anualmente
5226,68,Femenino,Sweater,Ropa,70,Santa Marta,XXL,Primavera,2.9,No,Envio estandar,99,Efectivo,Mensual
5227,56,Masculino,Gloves,Accesorios,43,Bogota,S,Verano,4.0,Si,Envio estandar,58,Nequi,Semanal
5228,64,Masculino,Hoodie,Ropa,48,Cartagena,XXL,Otono,3.9,Si,Express,5,Nequi,Quincenal
5229,36,Femenino,Sneakers,Calzado,38,Cartagena,S,Otono,4.7,Si,Recogida en tienda,31,Tarjeta de credito,Trimestral
5230,25,Femenino,Sneakers,Calzado,64,Villavicencio,XL,Otono,3.3,No,Recogida en tienda,17,Efectivo,Trimestral
5231,36,Masculino,Belt,Accesorios,100,Cucuta,XS,Otono,3.0,No,Express,32,Transferencia bancaria,Trimestral
5232,60,Femenino,Sweater,Ropa,115,Armenia,L,Otono,4.7,Si,Entrega al dia siguiente,28,Tarjeta de debito,Cada 3 meses
5233,31,Masculino,Coat,Abrigos,77,Barranquilla,XXL,Invierno,3.4,No,Envio en 2 dias,63,Tarjeta de credito,Mensual
5234,29,Femenino,Gloves,Accesorios,92,Santa Marta,XXL,Verano,4.1,Si,Envio gratuito,20,Tarjeta de credito,Mensual
5235,61,Femenino,Blouse,Ropa,38,Medellin,L,Verano,3.6,No,Envio en 2 dias,92,Nequi,Quincenal
5236,64,Femenino,Skirt,Ropa,32,Pereira,L,Primavera,2.8,Si,Recogida en tienda,5,Tarjeta de credito,Quincenal
5237,67,Femenino,Hat,Accesorios,38,Villavicencio,XL,Primavera,4.5,Si,Envio en 2 dias,69,Tarjeta de debito,Semanal
5238,23,Femenino,Coat,Abrigos,81,Neiva,XL,Invierno,4.5,No,Envio gratuito,61,Tarjeta de credito,Quincenal
5239,21,Masculino,Sneakers,Calzado,89,Medellin,XS,Primavera,2.8,No,Envio en 2 dias,65,Efectivo,Quincenal
5240,18,Femenino,Backpack,Accesorios,49,Pereira,L,Verano,3.4,No,Express,87,Efectivo,Semanal
5241,74,Femenino,Scarf,Accesorios,41,Medellin,S,Primavera,4.9,No,Envio gratuito,9,Nequi,Cada 3 meses
5242,25,Masculino,Blouse,Ropa,25,Ibague,S,Verano,3.6,No,Envio estandar,23,Efectivo,Quincenal
5243,75,Masculino,Skirt,Ropa,56,Bucaramanga,XS,Otono,4.8,No,Envio gratuito,91,Transferencia bancaria,Anualmente
5244,73,Femenino,T-shirt,Ropa,103,Cali,M,Verano,3.5,No,Envio en 2 dias,14,Nequi,Mensual
5245,64,Masculino,Coat,Abrigos,31,Bucaramanga,S,Verano,4.4,No,Envio gratuito,63,Efectivo,Mensual
5246,62,Masculino,Skirt,Ropa,101,Bucaramanga,S,Verano,3.5,No,Envio estandar,68,Efectivo,Trimestral
5247,52,Femenino,Jewelry,Accesorios,30,Ibague,XXL,Invierno,3.8,Si,Recogida en tienda,11,Tarjeta de credito,Cada 3 meses
5248,18,Femenino,Backpack,Accesorios,66,Manizales,L,Verano,4.8,Si,Envio gratuito,46,Tarjeta de credito,Cada 3 meses
5249,47,Femenino,Shoes,Calzado,73,Barranquilla,S,Verano,2.6,Si,Envio en 2 dias,89,Tarjeta de credito,Mensual
5250,64,Femenino,Sunglasses,Accesorios,74,Bucaramanga,XS,Primavera,4.2,Si,Entrega al dia siguiente,76,Tarjeta de credito,Anualmente
5251,27,Masculino,Coat,Abrigos,30,Barranquilla,XS,Primavera,3.9,No,Express,97,Tarjeta de credito,Mensual
5252,65,Femenino,Sweater,Ropa,87,Armenia,M,Invierno,3.5,No,Entrega al dia siguiente,100,Transferencia bancaria,Cada 3 meses
5253,25,Femenino,Belt,Accesorios,102,Bogota,XL,Verano,3.8,Si,Entrega al dia siguiente,54,Efectivo,Trimestral
5254,63,Masculino,Shorts,Ropa,84,Cartagena,XXL,Verano,3.6,Si,Envio gratuito,11,Nequi,Mensual
5255,26,Femenino,Jewelry,Accesorios,99,Bogota,S,Invierno,3.0,Si,Recogida en tienda,59,Efectivo,Cada 3 meses
5256,59,Masculino,Jewelry,Accesorios,41,Bogota,M,Invierno,3.0,Si,Envio en 2 dias,9,Tarjeta de debito,Trimestral
5257,67,Masculino,Backpack,Accesorios,50,Cartagena,S,Primavera,2.7,Si,Envio gratuito,24,Nequi,Quincenal
5258,58,Femenino,Handbag,Accesorios,54,Medellin,XL,Primavera,3.9,No,Envio en 2 dias,6,Tarjeta de debito,Anualmente
5259,37,Femenino,Jeans,Ropa,116,Cartagena,L,Verano,3.3,No,Recogida en tienda,45,Tarjeta de credito,Semanal
5260,61,Femenino,Jacket,Abrigos,72,Armenia,XL,Primavera,3.8,Si,Envio en 2 dias,75,Efectivo,Mensual
5261,55,Femenino,Hoodie,Ropa,40,Cali,XXL,Invierno,2.7,Si,Recogida en tienda,29,Tarjeta de credito,Semanal
5262,59,Femenino,T-shirt,Ropa,111,Cali,XL,Otono,3.6,Si,Envio gratuito,37,Tarjeta de debito,Trimestral
5263,72,Masculino,Belt,Accesorios,111,Neiva,XXL,Invierno,3.1,Si,Express,72,Efectivo,Anualmente
5264,69,Femenino,Coat,Abrigos,118,Cucuta,M,Primavera,3.7,No,Envio gratuito,21,Tarjeta de debito,Quincenal
5265,22,Masculino,Shorts,Ropa,66,Bucaramanga,XS,Primavera,2.9,No,Envio gratuito,60,Tarjeta de debito,Mensual
5266,59,Femenino,Boots,Calzado,92,Santa Marta,XS,Otono,4.6,No,Entrega al dia siguiente,79,Tarjeta de credito,Mensual
5267,41,Masculino,Jeans,Ropa,30,Villavicencio,L,Invierno,3.2,Si,Envio estandar,82,Transferencia bancaria,Semanal
5268,68,Femenino,Sunglasses,Accesorios,91,Bogota,S,Primavera,3.2,Si,Envio estandar,51,Transferencia bancaria,Quincenal
5269,42,Masculino,Socks,Accesorios,31,Bucaramanga,L,Invierno,4.1,No,Envio en 2 dias,10,Tarjeta de credito,Semanal
5270,24,Masculino,T-shirt,Ropa,75,Barranquilla,L,Otono,2.7,No,Envio estandar,62,Tarjeta de credito,Semanal
5271,65,Masculino,Boots,Calzado,55,Santa Marta,XS,Verano,4.9,Si,Recogida en tienda,27,Tarjeta de debito,Trimestral
5272,20,Masculino,Belt,Accesorios,66,Neiva,L,Invierno,3.0,Si,Envio en 2 dias,97,Efectivo,Cada 3 meses
5273,34,Femenino,Blouse,Ropa,38,Medellin,M,Invierno,2.7,No,Entrega al dia siguiente,67,Tarjeta de credito,Semanal
5274,75,Masculino,Dress,Ropa,26,Medellin,L,Otono,4.9,No,Express,25,Tarjeta de debito,Mensual
5275,48,Masculino,Shoes,Calzado,108,Neiva,S,Invierno,3.4,No,Envio en 2 dias,71,Nequi,Quincenal
5276,22,Femenino,Jacket,Abrigos,105,Cucuta,XXL,Otono,2.5,No,Express,63,Tarjeta de debito,Anualmente
5277,68,Masculino,Hat,Accesorios,86,Armenia,XS,Invierno,4.9,Si,Recogida en tienda,57,Nequi,Anualmente
5278,20,Femenino,Sweater,Ropa,44,Pereira,XXL,Verano,4.0,Si,Envio gratuito,26,Tarjeta de credito,Semanal
5279,54,Femenino,Jeans,Ropa,66,Bogota,M,Otono,3.8,Si,Recogida en tienda,63,Efectivo,Mensual
5280,44,Masculino,Jeans,Ropa,89,Pereira,XL,Otono,2.8,Si,Entrega al dia siguiente,54,Tarjeta de debito,Quincenal
5281,53,Femenino,Shoes,Calzado,75,Pereira,M,Invierno,4.1,Si,Envio en 2 dias,13,Transferencia bancaria,Semanal
5282,19,Masculino,Boots,Calzado,83,Armenia,XL,Primavera,4.1,Si,Recogida en tienda,37,Efectivo,Quincenal
5283,32,Masculino,Shoes,Calzado,68,Medellin,S,Invierno,4.9,No,Entrega al dia siguiente,52,Efectivo,Anualmente
5284,41,Femenino,Shirt,Ropa,56,Cartagena,XXL,Otono,3.3,No,Recogida en tienda,30,Transferencia bancaria,Mensual
5285,20,Femenino,Backpack,Accesorios,39,Neiva,M,Otono,3.3,No,Express,71,Efectivo,Quincenal
5286,57,Masculino,Belt,Accesorios,93,Pereira,S,Invierno,4.9,Si,Entrega al dia siguiente,40,Nequi,Quincenal
5287,45,Femenino,Boots,Calzado,110,Neiva,S,Primavera,4.1,No,Recogida en tienda,33,Nequi,Quincenal
5288,38,Femenino,Blouse,Ropa,31,Bogota,L,Primavera,4.1,Si,Envio en 2 dias,79,Nequi,Anualmente
5289,54,Masculino,Backpack,Accesorios,115,Armenia,S,Invierno,4.1,No,Express,30,Tarjeta de credito,Cada 3 meses
5290,30,Femenino,Sweater,Ropa,119,Neiva,L,Otono,4.1,No,Envio en 2 dias,18,Transferencia bancaria,Semanal
5291,55,Femenino,Boots,Calzado,78,Ibague,XS,Primavera,2.9,No,Express,11,Transferencia bancaria,Mensual
5292,72,Masculino,Gloves,Accesorios,70,Medellin,L,Primavera,3.5,No,Recogida en tienda,9,Tarjeta de credito,Semanal
5293,44,Masculino,Jacket,Abrigos,101,Santa Marta,S,Verano,3.2,Si,Recogida en tienda,72,Nequi,Anualmente
5294,25,Masculino,Jeans,Ropa,81,Ibague,XL,Primavera,2.9,No,Envio en 2 dias,24,Nequi,Anualmente
5295,52,Femenino,Shirt,Ropa,85,Neiva,S,Verano,4.7,Si,Express,3,Tarjeta de debito,Quincenal
5296,32,Femenino,Sweater,Ropa,108,Cali,M,Otono,3.7,Si,Envio gratuito,90,Nequi,Semanal
5297,36,Masculino,Sweater,Ropa,83,Pereira,XL,Invierno,4.8,No,Express,25,Tarjeta de debito,Mensual
5298,24,Masculino,Dress,Ropa,46,Armenia,L,Invierno,4.7,No,Envio estandar,95,Tarjeta de debito,Cada 3 meses
5299,57,Femenino,Skirt,Ropa,69,Pereira,S,Otono,3.4,Si,Entrega al dia siguiente,21,Transferencia bancaria,Trimestral
5300,34,Masculino,Hoodie,Ropa,97,Cucuta,XXL,Otono,3.5,Si,Express,41,Efectivo,Quincenal
5301,40,Femenino,Blouse,Ropa,47,Villavicencio,M,Otono,2.9,No,Envio en 2 dias,1,Tarjeta de debito,Semanal
5302,18,Masculino,Gloves,Accesorios,79,Ibague,M,Verano,3.9,No,Envio gratuito,77,Tarjeta de credito,Trimestral
5303,31,Femenino,Shoes,Calzado,55,Armenia,XL,Primavera,3.9,No,Recogida en tienda,96,Efectivo,Cada 3 meses
5304,70,Masculino,Gloves,Accesorios,45,Bogota,L,Invierno,2.6,No,Entrega al dia siguiente,15,Transferencia bancaria,Mensual
5305,28,Masculino,Shorts,Ropa,69,Barranquilla,XL,Primavera,3.2,Si,Entrega al dia siguiente,36,Tarjeta de credito,Mensual
5306,20,Femenino,Jacket,Abrigos,102,Bogota,XS,Invierno,2.7,No,Recogida en tienda,38,Tarjeta de debito,Cada 3 meses
5307,66,Masculino,Jewelry,Accesorios,30,Manizales,M,Invierno,4.0,No,Envio gratuito,89,Efectivo,Mensual
5308,72,Femenino,Jeans,Ropa,99,Medellin,XS,Verano,2.6,Si,Express,13,Tarjeta de debito,Semanal
5309,64,Masculino,Handbag,Accesorios,41,Medellin,S,Otono,4.5,Si,Recogida en tienda,6,Tarjeta de debito,Anualmente
5310,25,Femenino,Hoodie,Ropa,29,Cartagena,M,Invierno,3.2,Si,Express,74,Efectivo,Anualmente
5311,26,Masculino,Coat,Abrigos,116,Ibague,L,Invierno,4.2,Si,Envio estandar,61,Efectivo,Cada 3 meses
5312,38,Masculino,Handbag,Accesorios,31,Cartagena,M,Primavera,3.4,Si,Recogida en tienda,82,Tarjeta de credito,Semanal
5313,22,Femenino,Scarf,Accesorios,27,Barranquilla,XS,Verano,3.7,No,Express,62,Transferencia bancaria,Cada 3 meses
5314,31,Masculino,T-shirt,Ropa,59,Armenia,L,Verano,4.6,Si,Express,28,Tarjeta de debito,Mensual
5315,46,Femenino,T-shirt,Ropa,71,Barranquilla,XS,Otono,3.6,No,Envio estandar,82,Transferencia bancaria,Quincenal
5316,47,Femenino,Sweater,Ropa,34,Barranquilla,XS,Invierno,3.0,Si,Entrega al dia siguiente,84,Nequi,Mensual
5317,40,Masculino,Boots,Calzado,90,Medellin,M,Invierno,3.0,No,Envio estandar,55,Nequi,Cada 3 meses
5318,21,Masculino,Hat,Accesorios,67,Medellin,XS,Invierno,4.3,No,Express,37,Tarjeta de credito,Mensual
5319,29,Masculino,Shirt,Ropa,97,Santa Marta,XL,Invierno,2.8,Si,Recogida en tienda,31,Transferencia bancaria,Quincenal
5320,25,Femenino,Belt,Accesorios,93,Cartagena,S,Primavera,3.8,No,Express,79,Efectivo,Mensual
5321,43,Femenino,Handbag,Accesorios,113,Cucuta,XXL,Otono,3.7,Si,Express,44,Tarjeta de debito,Semanal
5322,56,Masculino,Sweater,Ropa,20,Medellin,S,Invierno,4.3,Si,Express,40,Transferencia bancaria,Quincenal
5323,29,Masculino,Sandals,Calzado,38,Bogota,XXL,Invierno,3.6,Si,Express,33,Transferencia bancaria,Quincenal
5324,61,Femenino,Skirt,Ropa,65,Santa Marta,XL,Primavera,3.7,Si,Entrega al dia siguiente,14,Transferencia bancaria,Anualmente
5325,54,Masculino,Handbag,Accesorios,87,Manizales,S,Verano,4.4,Si,Envio gratuito,94,Tarjeta de debito,Mensual
5326,49,Masculino,Shoes,Calzado,52,Villavicencio,L,Otono,3.4,Si,Envio gratuito,38,Tarjeta de debito,Trimestral
5327,67,Masculino,Boots,Calzado,54,Villavicencio,XL,Primavera,2.9,No,Express,84,Tarjeta de credito,Cada 3 meses
5328,49,Femenino,Handbag,Accesorios,93,Armenia,XXL,Invierno,3.4,Si,Express,48,Transferencia bancaria,Cada 3 meses
5329,74,Masculino,Shirt,Ropa,42,Cartagena,XXL,Otono,4.7,No,Envio estandar,53,Tarjeta de debito,Cada 3 meses
5330,30,Femenino,Shorts,Ropa,86,Armenia,M,Primavera,3.6,No,Envio estandar,44,Tarjeta de debito,Anualmente
5331,18,Masculino,Socks,Accesorios,38,Santa Marta,XXL,Verano,3.8,No,Envio estandar,71,Tarjeta de credito,Cada 3 meses
5332,49,Masculino,Blouse,Ropa,57,Bogota,L,Primavera,3.0,Si,Envio en 2 dias,62,Tarjeta de debito,Anualmente
5333,45,Masculino,Socks,Accesorios,20,Bogota,M,Verano,3.4,No,Envio estandar,85,Nequi,Quincenal
5334,23,Masculino,Coat,Abrigos,113,Barranquilla,L,Primavera,3.2,Si,Entrega al dia siguiente,45,Tarjeta de credito,Semanal
5335,58,Masculino,Pants,Ropa,71,Medellin,M,Otono,4.0,Si,Envio estandar,55,Tarjeta de debito,Trimestral
5336,26,Femenino,Hat,Accesorios,37,Pereira,XL,Verano,3.3,Si,Envio gratuito,72,Efectivo,Trimestral
5337,29,Masculino,Pants,Ropa,32,Cali,XL,Invierno,4.2,No,Entrega al dia siguiente,45,Efectivo,Mensual
5338,44,Masculino,Sandals,Calzado,23,Manizales,XS,Invierno,2.7,Si,Envio estandar,38,Tarjeta de credito,Trimestral
5339,50,Masculino,Coat,Abrigos,99,Manizales,XL,Otono,2.6,No,Express,51,Transferencia bancaria,Mensual
5340,69,Masculino,Belt,Accesorios,30,Bogota,M,Primavera,3.3,Si,Envio gratuito,72,Efectivo,Semanal
5341,39,Femenino,Boots,Calzado,114,Ibague,XXL,Primavera,4.3,Si,Envio estandar,94,Efectivo,Quincenal
5342,32,Femenino,Hoodie,Ropa,100,Cartagena,XXL,Primavera,4.5,Si,Envio en 2 dias,8,Transferencia bancaria,Quincenal
5343,56,Femenino,Shirt,Ropa,32,Barranquilla,S,Primavera,3.7,No,Entrega al dia siguiente,7,Transferencia bancaria,Cada 3 meses
5344,43,Masculino,Dress,Ropa,50,Cucuta,XL,Otono,4.6,No,Recogida en tienda,78,Transferencia bancaria,Mensual
5345,27,Femenino,Dress,Ropa,38,Cucuta,XXL,Verano,2.9,Si,Entrega al dia siguiente,61,Tarjeta de debito,Cada 3 meses
5346,60,Femenino,Shorts,Ropa,83,Bucaramanga,XXL,Otono,3.5,Si,Entrega al dia siguiente,53,Efectivo,Quincenal
5347,19,Masculino,Sandals,Calzado,35,Ibague,L,Primavera,4.0,Si,Recogida en tienda,83,Nequi,Mensual
5348,20,Masculino,Coat,Abrigos,79,Armenia,L,Otono,2.5,Si,Envio gratuito,64,Nequi,Quincenal
5349,40,Masculino,Shirt,Ropa,28,Cali,XXL,Verano,3.4,No,Entrega al dia siguiente,91,Tarjeta de credito,Cada 3 meses
5350,68,Masculino,Jewelry,Accesorios,28,Cucuta,XXL,Invierno,3.4,No,Envio estandar,84,Tarjeta de credito,Trimestral
5351,63,Masculino,Coat,Abrigos,109,Bucaramanga,XL,Otono,4.0,No,Envio en 2 dias,5,Transferencia bancaria,Semanal
5352,28,Femenino,Boots,Calzado,105,Medellin,L,Invierno,3.3,Si,Recogida en tienda,30,Transferencia bancaria,Quincenal
5353,64,Masculino,T-shirt,Ropa,73,Medellin,XS,Otono,2.8,Si,Entrega al dia siguiente,97,Tarjeta de debito,Trimestral
5354,58,Femenino,Dress,Ropa,61,Medellin,XXL,Invierno,3.4,Si,Express,32,Efectivo,Mensual
5355,61,Masculino,Handbag,Accesorios,45,Armenia,S,Invierno,4.5,Si,Envio en 2 dias,74,Transferencia bancaria,Semanal
5356,60,Femenino,Gloves,Accesorios,24,Neiva,S,Primavera,3.4,No,Envio estandar,69,Transferencia bancaria,Cada 3 meses
5357,29,Masculino,Gloves,Accesorios,46,Ibague,L,Otono,3.4,Si,Envio en 2 dias,56,Efectivo,Semanal
5358,42,Femenino,Shorts,Ropa,30,Cali,XL,Otono,2.8,No,Express,6,Nequi,Trimestral
5359,39,Femenino,Handbag,Accesorios,57,Cucuta,M,Invierno,4.3,Si,Express,36,Transferencia bancaria,Trimestral
5360,54,Femenino,Shirt,Ropa,98,Manizales,M,Invierno,4.0,Si,Envio estandar,60,Tarjeta de debito,Semanal
5361,19,Femenino,Jacket,Abrigos,73,Cartagena,S,Otono,4.7,Si,Express,26,Nequi,Semanal
5362,39,Femenino,Handbag,Accesorios,83,Medellin,XL,Primavera,3.4,Si,Entrega al dia siguiente,76,Nequi,Anualmente
5363,74,Masculino,Coat,Abrigos,54,Armenia,XS,Primavera,2.6,Si,Recogida en tienda,44,Efectivo,Mensual
5364,37,Femenino,Backpack,Accesorios,27,Bogota,S,Invierno,4.2,Si,Envio estandar,61,Transferencia bancaria,Mensual
5365,67,Masculino,Sunglasses,Accesorios,36,Pereira,XXL,Invierno,3.9,Si,Entrega al dia siguiente,15,Nequi,Cada 3 meses
5366,40,Femenino,Jacket,Abrigos,75,Bogota,S,Verano,2.7,Si,Express,52,Nequi,Trimestral
5367,20,Femenino,Sweater,Ropa,51,Cucuta,XS,Primavera,2.6,No,Express,36,Transferencia bancaria,Cada 3 meses
5368,40,Femenino,Hoodie,Ropa,36,Ibague,L,Invierno,4.1,Si,Envio en 2 dias,32,Nequi,Quincenal
5369,49,Masculino,Handbag,Accesorios,76,Armenia,M,Otono,4.5,No,Recogida en tienda,31,Nequi,Cada 3 meses
5370,38,Femenino,Belt,Accesorios,64,Pereira,XXL,Invierno,3.2,Si,Express,66,Tarjeta de credito,Cada 3 meses
5371,65,Femenino,Boots,Calzado,67,Armenia,S,Primavera,4.9,No,Recogida en tienda,97,Efectivo,Anualmente
5372,19,Masculino,Belt,Accesorios,54,Cartagena,XL,Invierno,3.3,Si,Envio en 2 dias,35,Nequi,Mensual
5373,49,Femenino,Jewelry,Accesorios,69,Santa Marta,XS,Verano,3.0,Si,Recogida en tienda,55,Nequi,Anualmente
5374,60,Masculino,Belt,Accesorios,89,Neiva,M,Primavera,4.8,No,Envio gratuito,96,Nequi,Quincenal
5375,66,Femenino,Jacket,Abrigos,112,Cucuta,XL,Invierno,4.7,Si,Envio en 2 dias,70,Efectivo,Semanal
5376,61,Masculino,Shoes,Calzado,79,Pereira,XL,Otono,2.9,No,Entrega al dia siguiente,95,Tarjeta de credito,Quincenal
5377,18,Masculino,Socks,Accesorios,55,Medellin,S,Otono,3.3,No,Envio en 2 dias,78,Tarjeta de debito,Cada 3 meses
5378,35,Masculino,Sneakers,Calzado,118,Ibague,XS,Primavera,3.3,No,Envio gratuito,22,Efectivo,Mensual
5379,19,Masculino,Backpack,Accesorios,79,Bogota,M,Invierno,4.1,Si,Entrega al dia siguiente,7,Nequi,Anualmente
5380,35,Masculino,Blouse,Ropa,76,Cali,M,Otono,3.1,No,Express,29,Tarjeta de credito,Quincenal
5381,73,Femenino,Handbag,Accesorios,34,Villavicencio,XS,Verano,4.2,No,Envio estandar,40,Transferencia bancaria,Trimestral
5382,63,Femenino,Belt,Accesorios,111,Cartagena,M,Primavera,4.2,No,Envio estandar,91,Transferencia bancaria,Trimestral
5383,33,Masculino,Boots,Calzado,29,Manizales,L,Primavera,3.8,Si,Express,41,Nequi,Cada 3 meses
5384,71,Masculino,Blouse,Ropa,102,Pereira,M,Verano,2.6,No,Envio gratuito,52,Tarjeta de debito,Mensual
5385,36,Femenino,Dress,Ropa,67,Bogota,M,Verano,4.8,Si,Envio en 2 dias,77,Tarjeta de credito,Cada 3 meses
5386,50,Masculino,Gloves,Accesorios,68,Cucuta,XL,Primavera,4.1,Si,Entrega al dia siguiente,97,Transferencia bancaria,Anualmente
5387,32,Masculino,Shoes,Calzado,113,Medellin,XL,Primavera,4.0,No,Envio gratuito,34,Tarjeta de credito,Trimestral
5388,36,Femenino,Jacket,Abrigos,51,Neiva,M,Verano,3.6,Si,Recogida en tienda,30,Efectivo,Semanal
5389,74,Masculino,Jeans,Ropa,30,Bucaramanga,XL,Primavera,4.8,No,Envio estandar,29,Efectivo,Mensual
5390,32,Femenino,Shoes,Calzado,51,Neiva,L,Verano,4.0,No,Envio gratuito,40,Transferencia bancaria,Anualmente
5391,44,Masculino,Shirt,Ropa,38,Ibague,L,Verano,4.7,No,Envio en 2 dias,21,Transferencia bancaria,Mensual
5392,34,Masculino,Sweater,Ropa,32,Cali,XS,Invierno,2.6,Si,Envio en 2 dias,16,Nequi,Trimestral
5393,42,Masculino,Jeans,Ropa,36,Pereira,XXL,Verano,4.3,Si,Envio gratuito,43,Nequi,Trimestral
5394,57,Femenino,Sweater,Ropa,25,Medellin,XXL,Otono,4.9,No,Recogida en tienda,57,Efectivo,Cada 3 meses
5395,66,Masculino,Sunglasses,Accesorios,37,Armenia,S,Primavera,2.9,Si,Envio estandar,75,Tarjeta de debito,Semanal
5396,59,Masculino,Jewelry,Accesorios,61,Santa Marta,S,Otono,4.9,Si,Express,38,Efectivo,Cada 3 meses
5397,21,Masculino,Hoodie,Ropa,61,Pereira,M,Verano,4.9,Si,Recogida en tienda,93,Tarjeta de credito,Mensual
5398,51,Masculino,Shorts,Ropa,98,Bucaramanga,XS,Otono,3.2,Si,Envio gratuito,35,Efectivo,Mensual
5399,32,Femenino,Hoodie,Ropa,53,Ibague,XS,Verano,4.2,Si,Envio en 2 dias,26,Nequi,Trimestral
5400,66,Femenino,Backpack,Accesorios,96,Bogota,XL,Verano,2.5,Si,Envio gratuito,26,Tarjeta de debito,Trimestral
5401,45,Masculino,Shirt,Ropa,36,Cucuta,L,Otono,4.8,Si,Entrega al dia siguiente,55,Efectivo,Cada 3 meses
5402,23,Femenino,Hat,Accesorios,113,Villavicencio,XS,Otono,4.5,Si,Recogida en tienda,9,Tarjeta de debito,Quincenal
5403,50,Masculino,Hat,Accesorios,78,Villavicencio,XXL,Primavera,4.3,No,Envio en 2 dias,55,Transferencia bancaria,Semanal
5404,68,Masculino,Gloves,Accesorios,91,Villavicencio,XXL,Primavera,4.9,Si,Express,17,Nequi,Mensual
5405,73,Femenino,Socks,Accesorios,45,Cartagena,L,Verano,3.7,Si,Recogida en tienda,63,Tarjeta de debito,Quincenal
5406,30,Femenino,Shirt,Ropa,112,Armenia,S,Primavera,3.6,No,Envio estandar,78,Tarjeta de credito,Semanal
5407,29,Femenino,Pants,Ropa,108,Cartagena,XL,Invierno,4.1,Si,Recogida en tienda,44,Efectivo,Trimestral
5408,60,Femenino,Hoodie,Ropa,49,Cartagena,XXL,Invierno,3.7,No,Envio estandar,45,Nequi,Mensual
5409,36,Femenino,Handbag,Accesorios,34,Neiva,M,Invierno,4.9,No,Express,84,Efectivo,Anualmente
5410,29,Masculino,Jacket,Abrigos,104,Medellin,M,Invierno,4.3,No,Entrega al dia siguiente,76,Efectivo,Semanal
5411,33,Femenino,Hoodie,Ropa,54,Manizales,S,Invierno,2.7,No,Envio gratuito,86,Tarjeta de debito,Mensual
5412,43,Masculino,Pants,Ropa,71,Cartagena,XS,Otono,3.7,Si,Envio gratuito,81,Transferencia bancaria,Cada 3 meses
5413,46,Masculino,Handbag,Accesorios,93,Cali,XL,Verano,4.4,Si,Envio estandar,78,Tarjeta de debito,Quincenal
5414,56,Femenino,Sweater,Ropa,22,Neiva,L,Primavera,4.5,No,Envio gratuito,98,Nequi,Anualmente
5415,59,Femenino,Shirt,Ropa,46,Bucaramanga,XL,Verano,5.0,No,Recogida en tienda,29,Tarjeta de debito,Quincenal
5416,41,Masculino,Pants,Ropa,47,Manizales,XXL,Verano,4.9,Si,Envio en 2 dias,96,Nequi,Anualmente
